payment_id,order_id,payment_method,amount
2797,2797,UPI,106983.66
2798,2798,UPI,4543.05
2799,2799,UPI,588.37
2800,2800,Credit Card,227442.79
2801,2801,UPI,1531.43
2802,2802,UPI,46388.83
2803,2803,Net Banking,10143.11
2804,2804,Debit Card,33341.46
2805,2805,UPI,12343.68
2806,2806,Credit Card,3767.24
2807,2807,Credit Card,14020.29
2808,2808,Credit Card,9256.6
2809,2809,UPI,5226.45
2810,2810,Cash on Delivery,7674.6
2811,2811,Wallet,14722.22
2812,2812,Net Banking,2376.06
2813,2813,Credit Card,41397.61
2814,2814,Debit Card,26587.68
2815,2815,UPI,2224.58
2816,2816,UPI,11686.3
2817,2817,Credit Card,142005.7
2818,2818,Credit Card,74074.82
2819,2819,Debit Card,15687.72
2820,2820,UPI,5996.31
2821,2821,Debit Card,789.78
2822,2822,Wallet,18943.2
2823,2823,Debit Card,5238.39
2824,2824,UPI,74277.18
2825,2825,Cash on Delivery,7056.62
2826,2826,UPI,6201.4
2827,2827,Cash on Delivery,13466.61
2828,2828,UPI,8237.8
2829,2829,Cash on Delivery,1429.74
2830,2830,Net Banking,78467.79
2831,2831,UPI,6502.95
2832,2832,Credit Card,10465.44
2833,2833,UPI,40904.07
2834,2834,Debit Card,15306.21
2835,2835,UPI,8566.2
2836,2836,Debit Card,5680.84
2837,2837,Debit Card,10093.4
2838,2838,UPI,4482.32
2839,2839,UPI,4801.25
2840,2840,UPI,6832.82
2841,2841,Credit Card,25426.78
2842,2842,Cash on Delivery,2491.37
2843,2843,Cash on Delivery,42249.41
2844,2844,Wallet,4192.96
2845,2845,Wallet,983.42
2846,2846,UPI,7839.87
2847,2847,UPI,706.92
2848,2848,UPI,13640.0
2849,2849,Cash on Delivery,8119.42
2850,2850,Cash on Delivery,18893.51
2851,2851,UPI,26572.77
2852,2852,Net Banking,5989.81
2853,2853,UPI,153860.58
2854,2854,UPI,9031.95
2855,2855,Cash on Delivery,2642.76
2856,2856,UPI,22253.58
2857,2857,Credit Card,116204.7
2858,2858,UPI,30207.46
2859,2859,Debit Card,1901.61
2860,2860,Wallet,33404.68
2861,2861,UPI,8382.4
2862,2862,UPI,3966.84
2863,2863,UPI,35299.96
2864,2864,UPI,4660.8
2865,2865,Credit Card,6966.39
2866,2866,UPI,33546.6
2867,2867,UPI,4866.31
2868,2868,Net Banking,20928.68
2869,2869,UPI,8965.87
2870,2870,Wallet,2470.7
2871,2871,Debit Card,10062.85
2872,2872,Cash on Delivery,13174.19
2873,2873,Wallet,32754.24
2874,2874,Net Banking,17767.54
2875,2875,Credit Card,76197.1
2876,2876,Credit Card,10091.45
2877,2877,Wallet,18219.24
2878,2878,Debit Card,1084.18
2879,2879,Credit Card,2888.08
2880,2880,UPI,56300.85
2881,2881,Wallet,37286.58
2882,2882,Net Banking,30641.72
2883,2883,Cash on Delivery,7764.81
2884,2884,Net Banking,82758.68
2885,2885,UPI,65088.95
2886,2886,Cash on Delivery,26312.5
2887,2887,UPI,10162.3
2888,2888,UPI,1793.41
2889,2889,UPI,146517.99
2890,2890,Credit Card,131108.08
2891,2891,Debit Card,1899.48
2892,2892,Credit Card,8091.32
2893,2893,Credit Card,53069.59
2894,2894,Cash on Delivery,3519.12
2895,2895,UPI,11496.86
2896,2896,UPI,7247.14
2897,2897,UPI,9329.47
2898,2898,Wallet,10456.58
2899,2899,Wallet,2022.98
2900,2900,UPI,64833.64
2901,2901,Credit Card,219822.74
2902,2902,UPI,49197.79
2903,2903,Debit Card,6809.64
2904,2904,UPI,14191.76
2905,2905,Credit Card,140111.76
2906,2906,Cash on Delivery,19586.82
2907,2907,Credit Card,13950.75
2908,2908,UPI,8723.29
2909,2909,UPI,22345.75
2910,2910,Credit Card,49032.77
2911,2911,Credit Card,4895.95
2912,2912,Debit Card,43503.38
2913,2913,Net Banking,3201.93
2914,2914,UPI,5065.85
2915,2915,UPI,19689.12
2916,2916,UPI,14510.21
2917,2917,UPI,3673.2
2918,2918,Debit Card,26962.99
2919,2919,Net Banking,18379.06
2920,2920,Credit Card,82721.97
2921,2921,Credit Card,13214.55
2922,2922,Credit Card,1381.25
2923,2923,Cash on Delivery,273.86
2924,2924,UPI,71965.94
2925,2925,Credit Card,910.78
2926,2926,UPI,75463.89
2927,2927,UPI,109843.17
2928,2928,Credit Card,23064.32
2929,2929,Wallet,1792.97
2930,2930,UPI,137981.65
2931,2931,UPI,3501.7
2932,2932,UPI,9448.51
2933,2933,UPI,25904.76
2934,2934,UPI,96457.25
2935,2935,Wallet,19679.96
2936,2936,Debit Card,889.83
2937,2937,Debit Card,43480.04
2938,2938,UPI,41218.33
2939,2939,UPI,9920.82
2940,2940,UPI,3635.31
2941,2941,UPI,2367.65
2942,2942,UPI,15216.16
2943,2943,Net Banking,6528.0
2944,2944,Net Banking,41005.32
2945,2945,UPI,6728.88
2946,2946,Debit Card,133237.36
2947,2947,UPI,7824.61
2948,2948,Debit Card,23714.02
2949,2949,Credit Card,107534.26
2950,2950,Credit Card,59841.57
2951,2951,Cash on Delivery,31255.96
2952,2952,UPI,2795.89
2953,2953,Credit Card,7466.59
2954,2954,UPI,181744.82
2955,2955,Debit Card,14385.29
2956,2956,Net Banking,11732.54
2957,2957,UPI,41948.95
2958,2958,Debit Card,39822.03
2959,2959,UPI,102869.28
2960,2960,Net Banking,2550.57
2961,2961,UPI,4092.74
2962,2962,Cash on Delivery,71033.77
2963,2963,Debit Card,2839.74
2964,2964,Net Banking,3493.98
2965,2965,Credit Card,137240.78
2966,2966,UPI,26731.83
2967,2967,Wallet,77441.67
2968,2968,Debit Card,146670.28
2969,2969,Credit Card,81868.73
2970,2970,UPI,95081.32
2971,2971,Credit Card,10297.07
2972,2972,UPI,49550.69
2973,2973,Cash on Delivery,1574.19
2974,2974,Debit Card,5744.37
2975,2975,Credit Card,9069.48
2976,2976,UPI,4299.93
2977,2977,Net Banking,145332.43
2978,2978,Debit Card,2382.52
2979,2979,Debit Card,94917.41
2980,2980,Debit Card,35383.7
2981,2981,UPI,3580.66
2982,2982,UPI,99969.68
2983,2983,Credit Card,20879.05
2984,2984,Credit Card,1712.82
2985,2985,Cash on Delivery,20326.09
2986,2986,UPI,15526.34
2987,2987,Wallet,13594.49
2988,2988,UPI,86590.33
2989,2989,Wallet,16211.24
2990,2990,Wallet,71054.09
2991,2991,UPI,1393.33
2992,2992,Credit Card,14777.11
2993,2993,Credit Card,8845.07
2994,2994,UPI,75935.84
2995,2995,UPI,34738.09
2996,2996,Net Banking,15381.3
2997,2997,Net Banking,1307.8
2998,2998,Credit Card,3264.82
2999,2999,Credit Card,29500.46
3000,3000,UPI,30510.36
3001,3001,Net Banking,1935.04
3002,3002,UPI,35307.42
3003,3003,UPI,71350.81
3004,3004,UPI,5915.24
3005,3005,UPI,17760.7
3006,3006,UPI,2571.95
3007,3007,UPI,214732.47
3008,3008,Credit Card,9754.55
3009,3009,UPI,88666.95
3010,3010,Debit Card,6524.42
3011,3011,UPI,78642.54
3012,3012,Credit Card,6065.35
3013,3013,Wallet,38358.81
3014,3014,Cash on Delivery,3266.56
3015,3015,UPI,1577.59
3016,3016,Debit Card,14107.28
3017,3017,Credit Card,28529.52
3018,3018,UPI,3760.03
3019,3019,Debit Card,17193.18
3020,3020,Cash on Delivery,1068.76
3021,3021,Cash on Delivery,61345.44
3022,3022,UPI,8918.73
3023,3023,UPI,21614.52
3024,3024,UPI,8599.84
3025,3025,Debit Card,134462.36
3026,3026,UPI,11043.85
3027,3027,UPI,190511.28
3028,3028,Net Banking,3940.27
3029,3029,Wallet,6609.0
3030,3030,Credit Card,31679.72
3031,3031,Debit Card,18229.9
3032,3032,UPI,73231.92
3033,3033,UPI,42819.76
3034,3034,UPI,187353.65
3035,3035,UPI,4165.44
3036,3036,UPI,3474.92
3037,3037,Credit Card,9427.16
3038,3038,UPI,159679.45
3039,3039,Debit Card,3880.55
3040,3040,UPI,4762.25
3041,3041,Wallet,5376.08
3042,3042,Credit Card,5867.12
3043,3043,Credit Card,110047.65
3044,3044,UPI,7501.21
3045,3045,Credit Card,2638.09
3046,3046,Credit Card,96800.29
3047,3047,UPI,37412.73
3048,3048,Wallet,2044.22
3049,3049,UPI,3781.38
3050,3050,UPI,10439.4
3051,3051,Wallet,18735.0
3052,3052,UPI,70614.16
3053,3053,UPI,10107.2
3054,3054,Cash on Delivery,137994.32
3055,3055,UPI,77613.63
3056,3056,Cash on Delivery,52722.71
3057,3057,Credit Card,276.38
3058,3058,UPI,42246.69
3059,3059,Credit Card,1539.07
3060,3060,Credit Card,70917.86
3061,3061,Credit Card,297007.62
3062,3062,Credit Card,2764.49
3063,3063,UPI,80799.69
3064,3064,UPI,7291.77
3065,3065,Credit Card,2766.93
3066,3066,UPI,1718.74
3067,3067,Wallet,58164.56
3068,3068,UPI,7273.56
3069,3069,UPI,2529.5
3070,3070,Wallet,14528.53
3071,3071,Credit Card,758.64
3072,3072,Credit Card,79502.8
3073,3073,UPI,9745.28
3074,3074,Net Banking,42309.66
3075,3075,Credit Card,7116.65
3076,3076,UPI,47160.84
3077,3077,UPI,58144.09
3078,3078,UPI,111238.69
3079,3079,Cash on Delivery,63922.93
3080,3080,Cash on Delivery,42152.43
3081,3081,UPI,27754.93
3082,3082,UPI,1999.65
3083,3083,UPI,397.59
3084,3084,Net Banking,49067.46
3085,3085,UPI,1161.22
3086,3086,Wallet,17438.2
3087,3087,UPI,17990.66
3088,3088,Debit Card,37520.19
3089,3089,Net Banking,2789.53
3090,3090,Debit Card,23129.87
3091,3091,Wallet,74621.96
3092,3092,UPI,1122.2
3093,3093,Debit Card,14758.02
3094,3094,Debit Card,105581.23
3095,3095,Net Banking,1776.75
3096,3096,Credit Card,2233.92
3097,3097,Credit Card,13077.2
3098,3098,Wallet,33714.76
3099,3099,Cash on Delivery,4170.11
3100,3100,Cash on Delivery,11368.65
3101,3101,Cash on Delivery,917.57
3102,3102,Net Banking,4450.05
3103,3103,UPI,850.27
3104,3104,UPI,40843.82
3105,3105,Wallet,70669.14
3106,3106,Net Banking,6000.18
3107,3107,Wallet,18113.69
3108,3108,Credit Card,245725.4
3109,3109,Debit Card,4296.38
3110,3110,Debit Card,10361.98
3111,3111,Credit Card,82259.56
3112,3112,Credit Card,29637.72
3113,3113,UPI,4531.12
3114,3114,Credit Card,20065.7
3115,3115,UPI,5300.56
3116,3116,UPI,42425.14
3117,3117,Credit Card,4356.86
3118,3118,Wallet,131719.06
3119,3119,Cash on Delivery,8927.46
3120,3120,Net Banking,33263.71
3121,3121,UPI,5746.56
3122,3122,UPI,76783.98
3123,3123,UPI,51041.94
3124,3124,UPI,3550.02
3125,3125,UPI,43220.79
3126,3126,Credit Card,103748.71
3127,3127,UPI,1310.34
3128,3128,UPI,69350.34
3129,3129,Debit Card,124698.3
3130,3130,UPI,20878.25
3131,3131,Credit Card,52411.27
3132,3132,UPI,28037.76
3133,3133,UPI,1140.47
3134,3134,Debit Card,3303.06
3135,3135,Wallet,9802.78
3136,3136,UPI,2194.17
3137,3137,Credit Card,6071.57
3138,3138,Wallet,3048.01
3139,3139,Wallet,3652.45
3140,3140,UPI,7434.28
3141,3141,Debit Card,15548.37
3142,3142,UPI,56263.49
3143,3143,UPI,15707.96
3144,3144,Net Banking,16374.48
3145,3145,Cash on Delivery,33935.44
3146,3146,Wallet,12931.08
3147,3147,UPI,72011.67
3148,3148,Credit Card,6281.21
3149,3149,UPI,43836.29
3150,3150,UPI,14950.22
3151,3151,Net Banking,29098.53
3152,3152,Net Banking,30870.72
3153,3153,Wallet,3619.42
3154,3154,Net Banking,3285.18
3155,3155,Credit Card,54203.59
3156,3156,Debit Card,3407.05
3157,3157,Cash on Delivery,461.51
3158,3158,UPI,7058.77
3159,3159,Credit Card,15975.02
3160,3160,UPI,4475.1
3161,3161,Debit Card,62167.56
3162,3162,UPI,20078.36
3163,3163,UPI,43337.28
3164,3164,Debit Card,8412.9
3165,3165,Cash on Delivery,440.16
3166,3166,Credit Card,2493.11
3167,3167,Cash on Delivery,35542.82
3168,3168,Credit Card,9759.79
3169,3169,UPI,40997.58
3170,3170,Credit Card,36619.01
3171,3171,Credit Card,278778.36
3172,3172,UPI,54393.58
3173,3173,UPI,39969.25
3174,3174,UPI,29459.12
3175,3175,Debit Card,766.02
3176,3176,UPI,43856.98
3177,3177,Debit Card,18340.82
3178,3178,Credit Card,38557.57
3179,3179,UPI,8317.68
3180,3180,UPI,967.91
3181,3181,Debit Card,582.59
3182,3182,Net Banking,58895.61
3183,3183,Debit Card,5570.17
3184,3184,UPI,25243.41
3185,3185,Debit Card,38168.65
3186,3186,Cash on Delivery,66046.53
3187,3187,Credit Card,18330.26
3188,3188,Net Banking,69952.63
3189,3189,UPI,50148.22
3190,3190,UPI,1837.56
3191,3191,UPI,23992.58
3192,3192,Net Banking,11309.64
3193,3193,Debit Card,20384.46
3194,3194,UPI,66187.18
3195,3195,Credit Card,3557.25
3196,3196,UPI,321478.26
3197,3197,UPI,49538.02
3198,3198,Debit Card,22167.5
3199,3199,Credit Card,234.2
3200,3200,Credit Card,22843.14
3201,3201,Debit Card,1147.78
3202,3202,Debit Card,17948.55
3203,3203,UPI,1148.17
3204,3204,Credit Card,1465.52
3205,3205,UPI,38824.2
3206,3206,UPI,10061.89
3207,3207,UPI,7071.41
3208,3208,UPI,5702.98
3209,3209,UPI,122590.74
3210,3210,UPI,4490.62
3211,3211,UPI,8175.53
3212,3212,Debit Card,18052.73
3213,3213,Net Banking,13973.25
3214,3214,Credit Card,488.26
3215,3215,Credit Card,2083.68
3216,3216,Wallet,267088.4
3217,3217,Credit Card,1060.91
3218,3218,Wallet,8863.75
3219,3219,Wallet,5470.97
3220,3220,UPI,12417.58
3221,3221,Wallet,74929.24
3222,3222,UPI,34430.57
3223,3223,UPI,88230.4
3224,3224,Cash on Delivery,15078.0
3225,3225,UPI,4872.32
3226,3226,Credit Card,57705.99
3227,3227,Credit Card,6433.88
3228,3228,Debit Card,6461.29
3229,3229,Credit Card,41470.01
3230,3230,UPI,39329.4
3231,3231,Net Banking,53805.52
3232,3232,Credit Card,137495.2
3233,3233,Wallet,3004.21
3234,3234,Credit Card,2684.14
3235,3235,UPI,615.86
3236,3236,Net Banking,29897.86
3237,3237,Credit Card,23091.31
3238,3238,Debit Card,15430.45
3239,3239,Cash on Delivery,7006.11
3240,3240,UPI,82258.73
3241,3241,Cash on Delivery,1352.65
3242,3242,UPI,34946.19
3243,3243,Cash on Delivery,70135.24
3244,3244,Credit Card,21529.49
3245,3245,UPI,992.04
3246,3246,Cash on Delivery,190692.18
3247,3247,Credit Card,10100.59
3248,3248,Debit Card,3822.68
3249,3249,Credit Card,5683.86
3250,3250,UPI,20528.41
3251,3251,Credit Card,44898.81
3252,3252,Net Banking,15876.29
3253,3253,UPI,13573.92
3254,3254,Credit Card,11373.02
3255,3255,Credit Card,49838.92
3256,3256,Wallet,6225.98
3257,3257,Cash on Delivery,35745.86
3258,3258,UPI,1938.09
3259,3259,Credit Card,5114.12
3260,3260,Debit Card,6347.76
3261,3261,UPI,146384.23
3262,3262,UPI,7125.97
3263,3263,Credit Card,1509.56
3264,3264,UPI,29468.02
3265,3265,UPI,125702.84
3266,3266,Credit Card,88991.03
3267,3267,Cash on Delivery,79226.99
3268,3268,UPI,2073.82
3269,3269,Debit Card,14039.34
3270,3270,UPI,20284.5
3271,3271,Net Banking,3004.89
3272,3272,UPI,2885.32
3273,3273,Net Banking,39145.78
3274,3274,UPI,7571.61
3275,3275,Wallet,18035.94
3276,3276,Credit Card,99213.12
3277,3277,UPI,8692.65
3278,3278,UPI,57286.22
3279,3279,UPI,97771.64
3280,3280,Debit Card,8940.37
3281,3281,UPI,53541.14
3282,3282,Net Banking,14560.65
3283,3283,Credit Card,54363.09
3284,3284,Credit Card,3718.74
3285,3285,Credit Card,48651.81
3286,3286,Net Banking,13384.44
3287,3287,UPI,46803.41
3288,3288,Credit Card,11388.4
3289,3289,Net Banking,1645.66
3290,3290,Debit Card,69655.5
3291,3291,UPI,67992.53
3292,3292,UPI,6517.2
3293,3293,UPI,2880.93
3294,3294,Net Banking,34446.98
3295,3295,UPI,16641.05
3296,3296,UPI,3860.08
3297,3297,UPI,6197.08
3298,3298,Credit Card,3804.74
3299,3299,Debit Card,267018.3
3300,3300,UPI,2834.56
3301,3301,Credit Card,5042.36
3302,3302,Debit Card,31355.2
3303,3303,Debit Card,7825.35
3304,3304,UPI,767.76
3305,3305,Cash on Delivery,909.25
3306,3306,Credit Card,20159.97
3307,3307,Cash on Delivery,893.39
3308,3308,Cash on Delivery,3677.84
3309,3309,Debit Card,42318.45
3310,3310,Credit Card,8145.83
3311,3311,Cash on Delivery,5505.91
3312,3312,Credit Card,3230.0
3313,3313,Credit Card,7643.09
3314,3314,UPI,72011.59
3315,3315,Net Banking,4970.66
3316,3316,Cash on Delivery,323666.36
3317,3317,Debit Card,10045.41
3318,3318,Credit Card,9748.12
3319,3319,Debit Card,12512.58
3320,3320,Debit Card,115243.73
3321,3321,Debit Card,18949.97
3322,3322,Credit Card,14163.52
3323,3323,UPI,5648.71
3324,3324,UPI,18377.95
3325,3325,Debit Card,33255.07
3326,3326,Cash on Delivery,14100.54
3327,3327,UPI,2803.04
3328,3328,Debit Card,68273.96
3329,3329,Credit Card,122658.15
3330,3330,Credit Card,5553.9
3331,3331,UPI,33876.17
3332,3332,Cash on Delivery,778.95
3333,3333,UPI,8672.56
3334,3334,UPI,52036.63
3335,3335,Net Banking,48577.24
3336,3336,Debit Card,17631.15
3337,3337,UPI,8051.65
3338,3338,UPI,189158.13
3339,3339,UPI,30674.96
3340,3340,UPI,22971.74
3341,3341,Debit Card,10546.58
3342,3342,Credit Card,46512.2
3343,3343,Debit Card,5514.85
3344,3344,Net Banking,21026.06
3345,3345,Cash on Delivery,7778.3
3346,3346,UPI,6440.25
3347,3347,Cash on Delivery,10291.57
3348,3348,Wallet,5326.13
3349,3349,Wallet,2966.5
3350,3350,Credit Card,19609.34
3351,3351,Credit Card,6791.65
3352,3352,UPI,111006.22
3353,3353,Wallet,4111.98
3354,3354,Net Banking,19174.26
3355,3355,Debit Card,4335.92
3356,3356,UPI,22000.88
3357,3357,Wallet,35663.96
3358,3358,Credit Card,9148.53
3359,3359,Wallet,13156.76
3360,3360,Cash on Delivery,35165.59
3361,3361,UPI,5991.16
3362,3362,Net Banking,5881.37
3363,3363,UPI,89132.82
3364,3364,Net Banking,23950.6
3365,3365,Credit Card,19797.12
3366,3366,Cash on Delivery,83299.04
3367,3367,Credit Card,108114.41
3368,3368,UPI,54669.33
3369,3369,UPI,151569.19
3370,3370,UPI,9622.41
3371,3371,Credit Card,14804.27
3372,3372,UPI,6584.8
3373,3373,Debit Card,29806.59
3374,3374,UPI,16574.92
3375,3375,UPI,2207.64
3376,3376,Credit Card,25014.72
3377,3377,Credit Card,305099.25
3378,3378,Debit Card,29753.42
3379,3379,UPI,67758.27
3380,3380,Credit Card,3802.75
3381,3381,Net Banking,6188.09
3382,3382,UPI,92788.2
3383,3383,Wallet,1188.86
3384,3384,Wallet,125701.52
3385,3385,UPI,2531.17
3386,3386,UPI,3185.45
3387,3387,Credit Card,77019.24
3388,3388,Credit Card,3090.33
3389,3389,Credit Card,2480.74
3390,3390,Wallet,14216.97
3391,3391,UPI,18032.13
3392,3392,UPI,21125.09
3393,3393,UPI,48836.76
3394,3394,Debit Card,164859.72
3395,3395,Net Banking,5210.63
3396,3396,UPI,5130.08
3397,3397,Net Banking,256976.7
3398,3398,Debit Card,4501.31
3399,3399,UPI,15612.54
3400,3400,UPI,86616.1
3401,3401,Debit Card,118142.81
3402,3402,Debit Card,12980.34
3403,3403,Cash on Delivery,2319.84
3404,3404,Credit Card,10644.39
3405,3405,Credit Card,22987.62
3406,3406,Credit Card,17932.42
3407,3407,Cash on Delivery,11549.04
3408,3408,Credit Card,1884.78
3409,3409,UPI,2843.62
3410,3410,UPI,21864.38
3411,3411,UPI,5668.23
3412,3412,UPI,88558.77
3413,3413,UPI,26195.63
3414,3414,Credit Card,52072.95
3415,3415,Net Banking,51175.14
3416,3416,Credit Card,7601.73
3417,3417,Credit Card,7193.31
3418,3418,UPI,742.6
3419,3419,Credit Card,140462.13
3420,3420,Credit Card,2796.04
3421,3421,Debit Card,20709.34
3422,3422,Debit Card,7622.03
3423,3423,Credit Card,47560.14
3424,3424,Debit Card,217.96
3425,3425,UPI,181725.8
3426,3426,UPI,6875.48
3427,3427,UPI,6458.61
3428,3428,Debit Card,12876.94
3429,3429,UPI,57909.95
3430,3430,Credit Card,30446.34
3431,3431,Debit Card,184719.81
3432,3432,Credit Card,189270.27
3433,3433,Credit Card,91493.69
3434,3434,Credit Card,17444.7
3435,3435,Credit Card,21914.94
3436,3436,Credit Card,131170.6
3437,3437,Wallet,117621.72
3438,3438,Credit Card,5126.0
3439,3439,Net Banking,79094.94
3440,3440,Credit Card,763.37
3441,3441,UPI,74517.56
3442,3442,UPI,6020.28
3443,3443,UPI,18418.46
3444,3444,Net Banking,1187.51
3445,3445,Cash on Delivery,24198.44
3446,3446,Credit Card,458.85
3447,3447,UPI,22973.88
3448,3448,UPI,9333.96
3449,3449,Cash on Delivery,20837.48
3450,3450,Credit Card,4676.65
3451,3451,Debit Card,33787.42
3452,3452,Credit Card,20251.85
3453,3453,UPI,143170.68
3454,3454,Net Banking,3064.18
3455,3455,Cash on Delivery,22862.85
3456,3456,Credit Card,11185.12
3457,3457,Debit Card,52915.24
3458,3458,Wallet,64213.85
3459,3459,Net Banking,30295.61
3460,3460,UPI,4479.28
3461,3461,Credit Card,18893.73
3462,3462,Credit Card,11598.01
3463,3463,Wallet,47675.83
3464,3464,Cash on Delivery,5680.87
3465,3465,Cash on Delivery,44074.63
3466,3466,Credit Card,18200.21
3467,3467,UPI,7484.62
3468,3468,Credit Card,5583.94
3469,3469,UPI,4659.93
3470,3470,Credit Card,35222.2
3471,3471,Credit Card,5372.67
3472,3472,UPI,1807.32
3473,3473,Credit Card,31780.11
3474,3474,Net Banking,14421.68
3475,3475,Credit Card,2661.7
3476,3476,Debit Card,10475.82
3477,3477,UPI,13270.01
3478,3478,Credit Card,6087.8
3479,3479,Debit Card,188569.43
3480,3480,Debit Card,51849.47
3481,3481,Debit Card,108938.8
3482,3482,Credit Card,197797.29
3483,3483,UPI,231098.07
3484,3484,Credit Card,20731.24
3485,3485,UPI,207230.04
3486,3486,Cash on Delivery,2125.44
3487,3487,UPI,19201.55
3488,3488,Net Banking,72534.39
3489,3489,UPI,24532.74
3490,3490,Credit Card,9509.38
3491,3491,UPI,49462.56
3492,3492,Credit Card,33184.14
3493,3493,UPI,2918.94
3494,3494,Credit Card,44822.94
3495,3495,Debit Card,702.79
3496,3496,UPI,17140.28
3497,3497,Wallet,1196.16
3498,3498,Credit Card,20455.02
3499,3499,UPI,50163.82
3500,3500,UPI,43976.64
3501,3501,Credit Card,78773.82
3502,3502,Credit Card,26608.81
3503,3503,UPI,1679.05
3504,3504,Credit Card,5811.78
3505,3505,Cash on Delivery,9993.3
3506,3506,UPI,5367.11
3507,3507,Net Banking,15776.45
3508,3508,Wallet,63873.17
3509,3509,Cash on Delivery,12016.48
3510,3510,Cash on Delivery,3154.39
3511,3511,Credit Card,965.82
3512,3512,UPI,38049.45
3513,3513,Credit Card,13137.03
3514,3514,Debit Card,54191.57
3515,3515,UPI,10977.36
3516,3516,Credit Card,2233.82
3517,3517,Cash on Delivery,37013.15
3518,3518,UPI,122363.88
3519,3519,Wallet,44519.95
3520,3520,UPI,14707.12
3521,3521,UPI,2220.24
3522,3522,Debit Card,31047.84
3523,3523,UPI,19240.35
3524,3524,Credit Card,4709.75
3525,3525,UPI,78913.8
3526,3526,UPI,17118.09
3527,3527,UPI,2266.92
3528,3528,Net Banking,14744.55
3529,3529,UPI,30855.59
3530,3530,UPI,2167.47
3531,3531,Credit Card,34423.15
3532,3532,Debit Card,16483.63
3533,3533,Credit Card,1354.67
3534,3534,Credit Card,18094.14
3535,3535,UPI,18794.81
3536,3536,Credit Card,105318.23
3537,3537,Debit Card,7813.27
3538,3538,UPI,4825.26
3539,3539,Cash on Delivery,103911.86
3540,3540,Credit Card,11973.94
3541,3541,UPI,12715.21
3542,3542,Wallet,10847.84
3543,3543,UPI,13673.58
3544,3544,Credit Card,4807.24
3545,3545,Cash on Delivery,4737.34
3546,3546,Wallet,11567.51
3547,3547,Cash on Delivery,8214.16
3548,3548,UPI,4139.31
3549,3549,UPI,5320.07
3550,3550,Net Banking,3723.5
3551,3551,Net Banking,31639.6
3552,3552,Wallet,5402.56
3553,3553,Credit Card,7998.16
3554,3554,UPI,4236.36
3555,3555,Wallet,110069.02
3556,3556,Credit Card,5410.56
3557,3557,Cash on Delivery,61437.66
3558,3558,Credit Card,37603.18
3559,3559,Cash on Delivery,542.86
3560,3560,UPI,1054.64
3561,3561,UPI,30547.9
3562,3562,UPI,10498.22
3563,3563,Net Banking,1712.03
3564,3564,Credit Card,2038.08
3565,3565,UPI,5286.32
3566,3566,UPI,22503.09
3567,3567,UPI,942.9
3568,3568,Credit Card,37833.05
3569,3569,Cash on Delivery,5901.44
3570,3570,UPI,43062.23
3571,3571,Debit Card,130147.74
3572,3572,Credit Card,141715.14
3573,3573,Wallet,3997.1
3574,3574,Net Banking,4466.64
3575,3575,Net Banking,2381.74
3576,3576,UPI,4889.96
3577,3577,Credit Card,3168.28
3578,3578,Cash on Delivery,84291.4
3579,3579,Credit Card,1330.11
3580,3580,Credit Card,9376.08
3581,3581,UPI,4714.81
3582,3582,Net Banking,5512.15
3583,3583,Net Banking,2942.67
3584,3584,UPI,60791.52
3585,3585,UPI,16226.69
3586,3586,Net Banking,18267.83
3587,3587,Debit Card,69051.16
3588,3588,Credit Card,100386.6
3589,3589,Credit Card,4063.4
3590,3590,Debit Card,17935.65
3591,3591,Credit Card,3298.38
3592,3592,Cash on Delivery,38110.69
3593,3593,Credit Card,123295.05
3594,3594,Credit Card,23265.79
3595,3595,Cash on Delivery,1976.12
3596,3596,UPI,5319.06
3597,3597,UPI,79627.08
3598,3598,UPI,2005.02
3599,3599,UPI,14674.74
3600,3600,Net Banking,1347.51
3601,3601,Net Banking,11015.3
3602,3602,UPI,17504.6
3603,3603,Credit Card,31818.0
3604,3604,Debit Card,29416.65
3605,3605,UPI,43751.67
3606,3606,Credit Card,11949.78
3607,3607,Credit Card,515.69
3608,3608,UPI,4031.13
3609,3609,UPI,34587.35
3610,3610,Wallet,5990.2
3611,3611,UPI,1797.14
3612,3612,Credit Card,3346.33
3613,3613,UPI,82166.12
3614,3614,Net Banking,6675.09
3615,3615,Credit Card,2666.8
3616,3616,Credit Card,22986.9
3617,3617,Credit Card,124048.9
3618,3618,Wallet,8064.57
3619,3619,UPI,165797.49
3620,3620,Credit Card,21148.4
3621,3621,UPI,18897.67
3622,3622,UPI,70105.99
3623,3623,Cash on Delivery,14031.81
3624,3624,Cash on Delivery,16378.48
3625,3625,Debit Card,4955.16
3626,3626,Debit Card,6313.56
3627,3627,Wallet,10480.15
3628,3628,Wallet,28439.6
3629,3629,UPI,24211.18
3630,3630,Net Banking,5237.49
3631,3631,Cash on Delivery,1830.56
3632,3632,UPI,1955.08
3633,3633,Credit Card,10828.56
3634,3634,UPI,2198.7
3635,3635,Debit Card,1251.78
3636,3636,Debit Card,5522.16
3637,3637,UPI,212047.5
3638,3638,Credit Card,9327.57
3639,3639,UPI,286553.37
3640,3640,Net Banking,55083.48
3641,3641,UPI,5102.51
3642,3642,Credit Card,195633.02
3643,3643,UPI,32321.87
3644,3644,UPI,41793.35
3645,3645,Net Banking,10857.35
3646,3646,UPI,9700.88
3647,3647,Credit Card,1517.87
3648,3648,Wallet,14784.74
3649,3649,UPI,1168.92
